key;en
mission_name[6];The Last Defense
mission_name[7];Park Cleanup
mission_name[10];Radioactive
mission_name[11];The Second Wave
mission_name[12];Alpha Base
mission_name[13];Vector
mission_name[14];Tank Production
mission_name[15];Fear Factory
mission_name[16];Secret of the Dead
mission_name[17];Blackjack
mission_name[18];Control
mission_name[19];Tagil
mission_name[20];Plane
mission_name[21];Krump
mission_name[22];China-town
mission_name[23];Rush
mission_name[24];Cross
mission_name[26];Survive!
mission_name[27];Destroy!
mission_name[28];Find!
mission_name[29];Collect!
mission_name[30];Escape!
mission_name[31];Mop up!
Buy;Buy
pieses;Amount
for_fullScreen_press;Fullscreen - press F12
social_folow_fanpage;Follow Fan Page
you_killed;You killed
you_was_killed_by;Killed by
killed;killed
to_next_round_last;Next round starts in
shooter_end_battle;End the battle
winner_place[0];1st place
winner_place[1];2nd place
winner_place[2];3rd place
dead_by_nature;is dead
dead_himself;comitted suicide
dead_by_zombie;has been eaten
weaponNames[27];Plazmer
weaponNames[28];Scorch gun
weaponNames[29];Adv. Pistol
weaponNames[30];Tactical Shotgun
weaponNames[31];Tactical Rifle
offer_title;Offer
sale_title;Sale
offer_open_shop;Open Store
offer_open_bank;Open bank
bulletsNames[4];Plazm
bulletsNames[5];Ammo 7.62
bulletsNames[6];Uranium
bulletsNames[7];PTURS rockets
bulletsNames[8];Grenades
bulletsNames[9];Ammo .300
howto_tab;TAB - players scores
clothesName[58];Exo Armor
clothesName[59];Exo Boots
clothesName[60];Exo Helmet
clothesName[61];Exo Pads
clothesName[62];Exo Armor
clothesName[63];Exo Boots
clothesName[64];Exo Helmet
clothesName[65];Exo Pads
buildinMapName[13];Motel
buildinMapName[14];Slaughterhouse
skinName[12];Exo
buildinMapName[15];River
buildinMapName[16];Bay
buildinMapName[17];Island
buildinMapName[18];Plains
buildinMapName[19];Crossroads
buildinMapName[20];River
buildinMapName[21];Arena
buildinMapName[22];Two Towers
buildinMapName[23];Strike
buildinMapName[24];"Assault Pro"
buildinMapName[25];"Motel"
online;Online
building;Building
mapsTop;Top maps
anyBattle;Any battle
withFriends;With friends
createGame;Create game
friendsMaps;Friends maps
findMap;Find map
buySlotFor10;Buy slot for 10
allMaps;All maps
addFor10;Add for 10
accuracy;Accuracy
nearFight;Near fight
lightWeapon;Light weapons
shotguns;Shotguns
assaults;Assaults
heavy;Heavy
precision;Precision
equipment;Equipment
weapons;Weapons
dances;Dances
myClan;My clan
allClans;All clans
createFor10;Create for 10
edit;Edit
leave;Leave
gameType;Game type
add;Add
addMap;Add map
mapCanBreak1;Indestructible
weapon_upgrade_name0;Damage
weapon_upgrade_name2;Rate of fire
weapon_upgrade_name3;Clip size
weapon_upgrade_name4;Init ammo
is_tabs0;Cubes
tabsItems;Items
is_tabs2;Mechanisms
is_tabs3;Respawns
clanShort;Short name
clanURL;Clan page url
clanName;Clan name
clanJoin;Join
clan;Clan
myMap;My map
find;Find
clear;clear
buyToUpgrade;To upgrade, buy it
message;Message
start;Start
buildinMaps;Buildin maps
music;Music
mouseSens;Mouse sens.
sound;Sound
settings;Settings
graph;Graphics
resolution;Resulution
activate;Activate
close;Close
character;Character
main;Main
game;Game
arsenal;Arsenal
career;Career
fastBattle;Fast Battle!
use;Use
needParamsUpgradeNow;Upgrade ALL now for
needParamsToBuy1;Need
needParamsToBuyLevel;level
Upgrade;Upgrade
weapon_upgrade_name[0];Damage
weapon_upgrade_name[1];Accuracy
weapon_upgrade_name[2];Rate of fire
weapon_upgrade_name[3];Clip size
weapon_upgrade_name[4];Init ammo
twiceGoldForFirstDonate;2 times more coins for the first payment!
DecorTypesNew[0];Light
DecorTypesNew[1];Furniture
DecorTypesNew[2];Doors
DecorTypesNew[3];Ladders
DecorTypesNew[4];Plants
DecorTypesNew[5];Decor
DecorTypesNew[6];Roads
DeviceTypes[3];Boosters
episode4;Survivor
episode5;Infection
episode6;The half-life
episode7;Loneliness
episode8;Eclipse
filterGameTypeStr[5];Capture the flag
filterGameTypeStr[6];Domination
gameTypeStr[6];Capture the flag
gameTypeStr[7];Domination
mission_name[32];Fear!
mission_name[33];Outpost
mission_name[34];Rock
mission_name[35];Laboratory of Evil
mission_name[36];The Beginning
mission_name[37];The infected Zone
mission_name[38];The Crossing
mission_name[39];The Zone
mission_name[40];Crash
mission_name[41];The Twilight forest
mission_name[42];Salvation
mission_name[43];Dam
mission_name[44];The Caves of Death
mission_name[45];Spaceport
mission_name[46];The Asteroid omega
mission_name[47];Estate
mission_name[48];Paradise
mission_name[49];The Road to the West
mission_name[50];The Ruined city
mission_name[51];Laboratory of
mission_name[52];The Secret city
mission_name[53];Depth
mission_name[54];Base Gamma
mission_name[55];Deadlock
mission_name[56];Tesla arena
mission_name[57];PXL
mission_name[58];The Village miners
mission_name[59];Astrand
mission_name[60];Atlantis
mission_name[61];The Academy
mission_name[62];Laboratory Albadar
mission_name[63];The Construction
mission_name[64];Desert
mission_name[65];The wailing Wall
mission_name[66];ECIP-18
mission_name[67];The Village
mission_name[68];The Cave
mission_name[69];The Abandoned port
mission_name[70];The Hidden temple
mission_name[71];
mission_name[72];Tropic
mission_name[73];Water-Park
mission_name[74];Quarter
mission_name[75];Artery
mission_name[76];Quarry
mission_name[78];Abandoned mine
mission_name[79];The Secret temple
mission_name[80];Laboratory 776
mission_name[81];Chernobyl
mission_name[82];North
mission_name[83];The Dark path
mission_name[84];Estate
mission_name[85];A Quiet place
mission_name[86];The Settlement
createForX;Create for {0}
myMapsListTutor;Select a map from the list. You can build your maps alone or with friends, and then play your maps over the network.
bonusName[0];UNDERMINING
bonusName[1];DOUBLE UNDERMINING
bonusName[2];EXPLOSION
bonusName[3];DOUBLE EXPLOSION
bonusName[4];2 FRAGS
bonusName[5];5 FRAGS
bonusName[6];7 FRAGS
bonusName[7];10 FRAGS
bonusName[8];HADSHOT
bonusName[9];3 HEADSHOTS
bonusName[10];5 HEADSHOTS
bonusName[11];THE RESCUER
bonusName[12];5 SAVED
bonusName[13];THE HOLY
bonusName[14];MELEE COMBAT
bonusName[15];MELEE COMBAT 3
bonusName[16];SUICIDE
bonusName[17];THE WINNING TEAM
bonusName[18];1ST PLACE
bonusName[19];2ND PLACE
bonusName[20];3RD PLACE
bonusName[21];CAPTURE THE FLAG
bonusName[22];THE MISSION
bonusName[23];5 zombies
bonusName[24];20 zombies
bonusName[25];50 zombies
bonusName[26];3 demons
bonusName[27];10 demons
bonusName[28];3 zombie explosion
bonusName[29];20 zombie explosion
bonusName[30];50 zombie explosion
bonusName[31];The Destruction of transport
bonusName[32];3 transports
bonusName[33];1 wave
bonusName[34];3 waves
bonusName[35];5 waves
bonusName[36];10 waves
bonusName[37];50 cubes
bonusName[38];150 cubes
bonusName[39];5 items
bonusName[40];20 items
bonusName[41];The Mechanism
frags_killed;Frags
dialog_next;Next
exitGame;Exit to main menu?
exit;Exit
gameItemsNames[83];Red flag
gameItemsNames[84];Green flag
gameItemsNames[85];Blue flag
gameItemsNames[86];Golden flag
gameItemsNames[87];Spawn sniper
gameItemsNames[88];Spawn of Scorch Gun
gameItemsNames[89];Domination Point
gameItemsNames[90];APC respawn
gameItemsNames[91];Cutter’s respawn
gameItemsNames[92];Djumper
gameItemsNames[93];Pusher
gameItemsNames[94];PC
gameItemsNames[95];Ctylish PC
gameItemsNames[96];Zombie Agent
gameItemsNames[97];Zombie stalker
SpawnerTypes[0];Weapons
SpawnerTypes[1];Monsters
SpawnerTypes[2];Special
SpawnerTypes[3];Other
buildinMapName[26];Lummoks
buildinMapName[27];Argolis
pauseMenu_rank;Rank
pauseMenu_name;Name
pauseMenu_kills;Frags
pauseMenu_deathes;Deathes
pauseMenu_ban;Ban
pauseMenu_allow;Allow/forbid
pauseMenu_beginTest;Begin map test
pauseMenu_saveMap;Save map
pauseMenu_healers;Helps
pauseMenu_gamers;Gamers
pauseMenu_wave;Wave:
pauseMenu_score;Score
clan_fail_new;Failed clan creation
clan_url_default;Enter clan group URL e.g. http://facebook.com/
gameItemsNames[120];Door
gameItemsNames[121];Chest
gameItemsNames[122];Carpet
gameItemsNames[123];Wardrobe
gameItemsNames[124];Table
gameItemsNames[125];Stool
gameItemsNames[126];Candles
strTutor[21];Press C and select any cube\nThen build 5 cubes anywhere (right mouse button)
strTutor[22];Done! Now destroy any 5 cubes (left mouse button)
clothesName[66];Rabbit
clothesName[67];Wings
clothesName[68];Space Helmet
skinName[13];Spaceman
skinName[14];Knight
txts_bonus;Bonus
instal_android_many;Install Deadzone on your phone leave a good review and put 5 stars аnd get {0} coins.
instal_android;1.Install the game on your phone.
star_otziv;2.leave a good review and put 5 stars
txt_frendsss;3.Tell your friends
award_android;Award
ta_bonus;Pick up bonus
enter_android;ENTER GMAIL GOOGLE.PLAY
gmail_android;enter your email address from Google play to confirm about the installation of the game
shield_knight;Shield
helmet_knight;Helmet
knight_skin;Knight
pca_pca;PCA
revolver_r;Revolver
bfg_9000;BFG 9000
computer_stailish;Stylish Computer
computer_c;Stylish Computer
pusher;Pusher
jumper;Jumper
easy_apc;Easy APC
helicopter;helicopter
jet_soldiers;Jet soldiers 
zombie_knight;Zombie Knight 
zombie_stalker;Zombie Stalker
gameItemsNames[127];Jeep
gameItemsNames[128];Renegade
gameItemsNames[129];Robot 0x1
gameItemsNames[130];Robot 0x2
gameItemsNames[131];Robot 0x3
gameItemsNames[132];Robot 0x4
gameItemsNames[133];Robot-BOSS 0x5
gameItemsNames[134];Lite BTR
gameItemsNames[135];helicopter
gameItemsNames[136];Zombie knight
gameItemsNames[137];Reactive soldiers
gameItemsNames[138];Boat
weaponNames[32];Revolver
weaponNames[33];PCA
weaponNames[34];BFG9000
clothesName[68];Cosmo helmet
clothesName[69];Helmet
clothesName[70];Shield
monsterName[7];Robot 0x1
monsterName[8];Robot 0x2
monsterName[9];Robot 0x3
monsterName[10];Robot 0x4
monsterName[11];Robot Boss 0x5
monsterName[12];Agent
monsterName[13];Stalker
monsterName[14];Knight
monsterName[15];Rocket soldiers
he_saved;saved
you_saved;you saved
he_saved_you;he saved
headshot;HEADSHOT
offer_title;Offer
sale_title;Sale
offer_open_shop;Open shop
offer_open_bank;Open bank
howto_tab;TAB - scores
you_have_flag;You have flag! Taki it to base
your_flag_captured;You flag taken! Return IT!
flag_has_been_captured;Flag captured!
flag_color_name[0];"Red"
flag_color_name[1];"Blue"
flag_color_name[2];"Green"
flag_color_name[3];"Yellow"
takes_flag;taken
dropped_flag;dropped
flag;flag
BCS_Score;Score
cant_take_flag_no_players;You cant take flag of empty team
you_returned_flag;You returned flag
your_team_is;You team - 
need_level;Need {0} level
Unlock;Unlock for
jumper_options;Djumper setup
jumper_options_height;Power:
mapCanBreak1;No break
buildinMapName[28];"Arena Sontar"
buildinMapName[29];"Meat box 2"
buildinMapName[30];"The red city" 
weaponNames[35];SVD9000
weaponNames[36];FreezeGun
gameItemsNames[139];Desc
gameItemsNames[140];Door
gameItemsNames[141];Barrier
gameItemsNames[142];Big barrier
gameItemsNames[143];Conditioner
gameItemsNames[144];Traffic light
gameItemsNames[145];Traffic light
gameItemsNames[146];Satelite
gameItemsNames[147];Phone
gameItemsNames[148];City Light
gameItemsNames[149];Altar
gameItemsNames[150];Scull fence
gameItemsNames[151];Fire Lantern 
gameItemsNames[152];Scarecrow
gameItemsNames[153];Pumpkin light
weaponNames[37];Crowbar
weaponNames[38];Truncheon
weaponNames[39];MP5
weaponNames[40];UMP
DeviceTypes[4];Guns
gameItemsNames[154];Gun
gameItemsNames[155];Launcher
weaponNames[41];UMP SPEC
weaponNames[42];Katana
weaponNames[43];Axe
clothesName[71];Swords
skinName[15];Wade
weaponNames[44];Shotgun
weaponNames[45];SG553
weaponNames[46];Kriss
weaponNames[47];AA12
weaponNames[48];PP19
weaponNames[49];Shmaiser
weaponNames[50];Bargun
weaponNames[51];MG42
weaponNames[52];SMK2
weaponNames[53];HK416
weaponNames[54];MGL
weaponNames[55];TMP
gameItemsNames[156];Saitan Claus
need_prew_upgrade;You need to unlock all prew weapons
unlock;Unlock
weaponNames[56];Crossbow
weaponNames[57];Carbon Extra
MissionType[7];Find exit in time
gameItemsNames[157];Tank
ui_buy_for;Buy All for {0}
gameItemsNames[158];Dual Bed
gameItemsNames[159];Bed
gameItemsNames[160];Chair
gameItemsNames[161];Table
gameItemsNames[162];Baricade
gameItemsNames[163];Target
gameItemsNames[164];Locker
gameItemsNames[165];Mid Locker
gameItemsNames[166];Log
gameItemsNames[167];Horizontal Bar
gameItemsNames[168];Blue Tank
gameItemsNames[169];Red Tank
gameItemsNames[170];War Plane
weaponNames[58];Asvald
weaponNames[59];Hammer
weaponNames[60];M7001
buildinMapName[40];Desert
buildinMapName[41];Winter
buildinMapName[42];Swamp
gameItemsNames[171];Lantern
gameItemsNames[172];Lantern Big
gameItemsNames[173];Bed Big
gameItemsNames[174];Bed
gameItemsNames[175];Wardrobe
gameItemsNames[176];Chair
specItemsName[9];Flashlight
specItemsName[10];Antigrav
weaponNames[61];fn57
weaponNames[62];m249
weaponNames[63];Gauss
weaponNames[64];Railgun
quit_yesno;Quit?
buildinMapName[43];Space
pack;Pack
money1;Cash
money2;Gold
gameItemsNames[177];Scout
RankName[46];Crazy
RankName[47];Daemon
RankName[48];Lord-Daemon
RankName[49];Ultra-Daemon
weaponNames[65];Rippa
gameItemsNames[178];Kitchen 1
gameItemsNames[179];Kitchen 2
gameItemsNames[180];Kitchen 3
gameItemsNames[181];Kitchen 4
gameItemsNames[182];Kitchen 5 
gameItemsNames[183];Fridge
skinName[16];Vetaran
clothesName[72];Veteran Hat
clothesName[73];Veteran Belt
clothesName[74];Veteran Suit
weaponNames[66];KBZP100
weaponNames[67];KBZS200
weaponNames[68];KBZC500
weaponNames[69];KBZW50
gameItemsNames[184];Zomboss
gameItemsNames[185];Deboss
CubesTypes[6];Forms
specItemsName[11];Form 1
specItemsName[12];Form 2
specItemsName[13];Form 3
specItemsName[14];Form 4
specItemsName[15];Form 5
specItemsName[16];Form 6
specItemsName[17];Form 7
specItemsName[18];Form 8
gameItemsNames[186];Sink
gameItemsNames[187];Toilet
gameItemsNames[188];Bomb plant
buildinMapName[44];Dast
buildinMapName[45];Condey
clans;Clans
bonuses;Bonuses
stats;Statistics
boxes_title;Boxes
gameItemsNames[189];Tool box
gameItemsNames[190];Usefull box
gameItemsNames[191];Elite box
gameItemsDesc[189];Tool box gives you random items
gameItemsDesc[190];Usefull box gives you random weapons items and specs
gameItemsDesc[191];Elite box give you random elite weapons items and skins
openbox;Open
dialog_take;Collect
weaponNames[70];RPK
skinName[17];Harly
skinName[18];Redhair
clothesName[75];Harly
clothesName[76];Red
clothesName[77];Harly shoes
gameItemsNames[192];Truck
gameTypeStr[9];Hunger games
buildinMapName[46];Depo
gameItemsNames[193];BFG
gameItemsNames[194];BFG9000
gameItemsNames[195];RAILGUN
gameItemsNames[196];RPK
skinName[19];Shooter
clothesName[78];Sight
clothesName[79];Shooter Belt
weaponNames[71];AWP
gameItemsNames[197];Bike
findClan;Find Clan
clothesName[80];SWAT Helm
clothesName[81];SWAT Boots
clothesName[82];SWAT Belt
skinName[20];SWAT
clothesName[83];Terror Helm
clothesName[84];Terror Belt
skinName[21];Terrorist
gameItemsNames[198];Heavy Titan
gameItemsNames[199];Lite Titan
gameItemsNames[200];Med Titan
top10;Top 100
top1d;Top today
top7d;Top week
top30d;Top Month
delete;Delete
ys_delete;Delete clan?
buildinMapName[47];Sawmill
need_vip;Buy VIP to setup
gameItemsNames[201];Key
offer_drop;Double XP on working days
buildinMapName[48];Zombi town
gameItemsNames[202];Scanner
weaponNames[72];Destructor
gameItemsNames[203];Molotov
startclanwar;Clanwar!
gameTypeStr[10];ClanWar
gameItemsNames[204];Wheel
specItemsName[19];Form 9
specItemsName[20];Form 10
specItemsName[21];Form 11
specItemsName[22];Form 12
specItemsName[23;Form 13
specItemsName[24];Form 14
ui_daily3_text;Complete mission and collect Case!
DailyTask[0];Kill
DailyTask[1];Kill with {0}
DailyTask[2];Headshot
DailyTask[3];Headshot with {0}
DailyTask[4];Explode enemy
ui_wp0;Near fight
ui_wp1;Light weapons
ui_wp2;Shotguns
ui_wp3;Assaults
ui_wp4;Heavy
ui_wp5;Precision
ui_daily3_done;Done!
ui_gift;Gift!
ui_giveskin;You got the skin:
ui_giveweapon;You got the weapon:
ui_haveitem;You already have this item. You got the random case:
ui_havecase;Missions has complete! You got the case:
weaponNames[73];Bomb
weaponchangeafterrespawn;Wapon will change after respawn
gameTypeStr[8];Detonation
TaskType[1];Gain BONUS "{0}" in battle
TaskType[4];Kill players
task_story;Complete all tasks and gain {0}
task;Contract
ui_giveitem;You got:
advertising;Watch video
auto_shooting;Auto shooting
vip_info2;Get VIP status to get:\n1. +50% experience and money per level!\n3. Two stars added to all of your stats!\n4. Respawn 30 seconds after death when you’re playing in survival mode!
vip_hat;Get VIP status to get: 
vip_label_1;+50% experience and money per level!
vip_label_2;Two stars added to all of your stats!
vip_label_3;Respawn 30 seconds after death when you’re playing in survival mode!
missionTask;Primary objective
logout;Logout
mouseSens_m;Aim sens.
dynstick;Hide sticks
save_changes;Save changes?
nickname;Think of a nickname
gameItemsNames[205];Free box
gameItemsDesc[205];Free box - Contains guns and items
videobox;Video box
videoboxdesc;Video box - Contains guns and items
clothesName[85];Red Helmet
skinName[23];DarkMan
clothesName[86];Dark Mask
clothesName[87];Dark Cape
free_gold;Free gold
gameItemsNames[206];Stuff box
gameItemsDesc[206];Stuff box - Contains character clothes and dress items
clothesName[88];Beard
clothesName[89];White beard
skinName[24];Damaged Clown
clothesName[90];Green hair
skinName[25];Scary Clown
clothesName[91];Penny hair
