key;ru
cant_change_world;В этом режиме нельзя изменять мир.
not_enougth_cubes;Больше нет кубов. В бой!
beside_world;--- За пределами карты ---
place_on_cube_side;--- поставьте на боковую сторону куба ---
place_on_ceil;--- устанавливается на потолок ---
cant_already_remove;Ломать больше нельзя. В бой!
find_item_choose_type;Выберите тип предмета
find_item_type;Тип предмета
apply;ПРИМЕНИТЬ
_for;за
ps_choose_new_item_place;Выберите новое место для установки предмета.
ps_press_for_respawn;Нажмите прыжок(пробел) для респауна
ps_you_dead_try_again;Вы погибли попробуйте начать миссию заново
ps_survival_dead;Вы возродитесь в начале следующей волны, либо если мимо места гибели пройдёт другой игрок.
ps_survival_if_VIP;Если у Вас статус V.I.P., Вы возродитесь через 30с.
ps_use_vita_water;Для возрождения используйте Живую Воду (Инвентарь(С)-Предметы)
ps_press_for_use_vita_water;Для возрождения нажмите X - вас восстановит Живая Вода
ps_before_respawn_secs;До возрождения осталось
ps_health_and_armor_restored;Здоровье и броня восстановлены
ss_loading;Загрузка
social_tell_friends;Рассказать друзьям
social_menu;Добавить в меню
social_invite_friends;Пригласить друзей
social_group;Вступить в группу
social_invite_num_friends;Пригласить 3x друзей
social_tell_about_game;Рассказать о игре
social_install_game;Установить приложение
trig_options;Настройка выключателя
trig_type;Тип выключателя
trig_triggered_if;Срабатывает, если:
trig_need_for_triggering;Для срабатывания нужен:
trig_mission_exit;Выход из миссии!
wire_put_on_switch;Провод можно ставить только на выключатель!
wire_options;Настройка провода
wire_signal_delay;Задержка сигнала
wire_connected_with;Провод подсоединён к
wire_not_connected;не подсоединён
wire_connected_moveable_cubes;Подвижные кубы
wire_connected_switch;Выключатель
wire_connected_item;Предмет
wire_connected_coords;Координаты
wire_connect_to;Поключить провод
wire_choose_connect_to;Выберите место, куда подключить провод. (Для телепорта - просто куб, для подключения - подвижные кубы, предметы, выключатели.
plazm_grenade_gun;Плазменный гранатомет
seconds;Секунд
secondu;Секунду
secondy;Секунды
minutes;Минут
minutu;Минуту
minuty;Минуты
monsters;Монстров
monstra;Монстра
viral_title;Выполни задание и получи награду
viral_bonus;Награда
player_exit;вышел из игры
player_joined;присоединился к игре
need_bullets_nothing;ничего
need;Нужен
put_on;Одеть
activities_title;Движения
offer_text[0];Дамы и господа, торопитесь только сегодня действует уникальная распродажа. Скидки в магазине на указанные товары 50%
offer_text[1];Выгодная цена на золото
offer_text[2];Больше баксов и опыта на миссиях
monster_health_mult;Множитель здоровья
monster_damage_mult;Множитель урона
monster_state;С этими параметрами у монстра новый статус
boss;БОСС
newYearBoss_mission_adv;Проверь себя! Новогодний БОСС!
newYearBoss_mission_need_level;Необходим 5 уровень.
transport_options;Настройка точки возрождения транспорта
transport_type;Тип транспорта
transportName[0];Квадроцикл
transportName[1];Турель
transportName[2];Банши
to_drive_press;Нажмите (F), чтобы  управлять
press_to_end_drive;Нажмите (F), чтобы выйти
no_place_to_drive;--- Все места заняты! ---
mission_name[1];Обучение
mission_name[4];Защита деревни
mission_name[5];Поиск чертежей
mission_name[6];Последняя оборона
mission_name[7];Зачистка парка
mission_name[10];Радиоактивность
mission_name[11];Вторая волна
mission_name[12];База Альфа
mission_name[13];Вектор
mission_name[14];Танковый Завод
mission_name[15];Фабрика страха
mission_name[16];Тайник мертвеца
mission_name[17];Блекджек
mission_name[18];Контроль
mission_name[19];Тагил
mission_name[20];Плоскость
mission_name[21];Крамп
mission_name[22];Чайна-Таун
mission_name[23];Осада
mission_name[24];Крест
mission_name[26];Выжить!
mission_name[27];Уничтожить!
mission_name[28];Найти!
mission_name[29];Собрать!
mission_name[30];Выйти!
mission_name[31];Зачистить!
shots_per_sec;Выстр. в сек: 
requireBullets;Нужно: 
for_fullScreen_press;Полноэкранный режим - F12
pieses;Кол-во
Buy;Купить
social_folow_fanpage;Подписаться на страницу
you_killed;Вы убили
you_was_killed_by;Вы были убиты
killed;убил
to_next_round_last;До следующего раунда
shooter_end_battle;Закончить битву
winner_place[0];1 место
winner_place[1];2 место
winner_place[2];3 место
dead_by_nature;погиб
dead_himself;самоуничтожился
dead_by_zombie;съели
clothesName[58];Экзо-броня
clothesName[59];Экзо-боты
clothesName[60];Экзо-шлем
clothesName[61];Экзо-щитки
clothesName[62];Экзо-броня
clothesName[63];Экзо-боты
clothesName[64];Экзо-шлем
clothesName[65];Экзо-щитки
clothesName[66];Уши кролика
clothesName[67];Крылья
buildinMapName[13];Мотель
buildinMapName[14];Мясорубка
skinName[12];Экзо
skinName[13];Spaceman
skinName[14];Рыцарь
buildinMapName[15];Река
buildinMapName[16];Залив
buildinMapName[17];Остров
buildinMapName[18];Плоская
buildinMapName[19];Перекресток
buildinMapName[20];Река
buildinMapName[21];Арена
buildinMapName[22];Две башни
buildinMapName[23];Страйк
buildinMapName[24];Assault Pro
buildinMapName[25];Мотель
online;Онлайн
building;Стройка
mapsTop;Картотоп
anyBattle;Любая битва
withFriends;С друзьями
createGame;Создать игру
friendsMaps;Карты друзей
findMap;Найти карту
buySlotFor10;Купить слот за 10
allMaps;Все карты
addFor10;Добавить за 10
accuracy;Точность
nearFight;Ближний бой
lightWeapon;Лёгкое
shotguns;Дробовики
assaults;Штурмовое
heavy;Тяжёлое
precision;Высокоточное
equipment;Снаряжение
weapons;Оружие
dances;Танцы
myClan;Мой клан
allClans;Все кланы
createFor10;Создать за 10
edit;Редактировать
leave;Покинуть
gameType;Режим игры
add;Добавить
addMap;Добавить карту
mapCanBreake1;Без разрушений
weapon_upgrade_name0;Урон
weapon_upgrade_name2;Скорострельность
weapon_upgrade_name3;Обойма
weapon_upgrade_name4;Начальный запас
is_tabs0;Кубы
tabsItems;Предметы
is_tabs2;Механизмы
is_tabs3;Респауны
clanShort;Сокращение
clanURL;Страница
clanName;Название
clanJoin;Вступить
clan;Клан
myMap;Моя карта
find;Найти
clear;Очистить
buyToUpgrade;Чтобы прокачать, купите навсегда
message;Сообщение
start;Старт
buildinMaps;Встроенные карты
music;Музыка
mouseSens;Чувств. мыши
sound;Звук
settings;Настройки
graph;Графика
resolution;Разрешение
activate;Активировать
close;Закрыть
character;Перс
main;Главная
game;Игра
arsenal;Арсенал
career;Карьера
fastBattle;Быстрый бой!
use;Использовать
needParamsUpgradeNow;Прокачать ВСЁ сейчас за
needParamsToBuy1;Требуется
needParamsToBuyLevel;уровень
Upgrade;Улучшить
weapon_upgrade_name[0];Урон
weapon_upgrade_name[1];Разброс
weapon_upgrade_name[2];Скорострельность
weapon_upgrade_name[3];Обойма
weapon_upgrade_name[4];Начальный запас
twiceGoldForFirstDonate;В 2 раза больше монет за первый платёж!
DecorTypesNew[0];Свет
DecorTypesNew[1];Мебель
DecorTypesNew[2];Двери
DecorTypesNew[3];Лестницы
DecorTypesNew[4];Растения
DecorTypesNew[5];Декор
DecorTypesNew[6];Дороги
DeviceTypes[3];Ускорители
gameItemsNames[90];Респаун БТР
episode4;Выживший
episode5;Заражение
episode6;Полураспад
episode7;Одиночество
episode8;Затмение
filterGameTypeStr[5];Захват флага
filterGameTypeStr[6];Доминирование
gameTypeStr[6];Захват флага
gameTypeStr[7];Доминирование
mission_name[32];Страх!
mission_name[33];Форпост
mission_name[34];Скала
mission_name[35];Лаборатория Зла
mission_name[36];Начало
mission_name[37];Зона заражения
mission_name[38];Переправа
mission_name[39];Промзона
mission_name[40];Крушение
mission_name[41];Сумеречный лес
mission_name[42];Спасение
mission_name[43];Дамба
mission_name[44];Гроты Смерти
mission_name[45];Космопорт
mission_name[46];Астероид Омега
mission_name[47];Поместье
mission_name[48];Райский уголок
mission_name[49];Дорога на запад
mission_name[50];Разрушенный город
mission_name[51];Лаборатория
mission_name[52];Тайный город
mission_name[53];Глубина
mission_name[54];База гамма
mission_name[55];Тупик
mission_name[56];Арена Тесла
mission_name[57];ПКСЛ8
mission_name[58];Деревня шахтёров
mission_name[59];Астранда
mission_name[60];Атлантида
mission_name[61];Академия
mission_name[62];Лаборатория Альбадор
mission_name[63];Стройка
mission_name[64];Пустыня
mission_name[65];Стена плача
mission_name[66];ECIP-18
mission_name[67];Деревушка
mission_name[68];Пещера
mission_name[69];Заброшенный порт
mission_name[70];Скрытый храм
mission_name[71];
mission_name[72];Тропик
mission_name[73];Аквапарк
mission_name[74];Квартал
mission_name[75];Артерия
mission_name[76];Карьер
mission_name[78];Заброшенная шахта
mission_name[79];Тайный храм
mission_name[80];Лаборатория 776
mission_name[81];Чернобыль
mission_name[82];Север
mission_name[83];Тёмный путь
mission_name[84];Эстейт
mission_name[85];Тихое место
mission_name[86];Поселение
createForX;Создать за {0}
myMapsListTutor;Выберите карту из списка. Вы можете строить свои карты в одиночку или с друзьями, а затем играть в свои карты по сети.
bonusName[0];ПОДРЫВ
bonusName[1];ДВОЙНОЙ ПОДРЫВ
bonusName[2];ВЗРЫВ
bonusName[3];ДВОЙНОЙ ВЗРЫВ
bonusName[4];2 ФРАГА
bonusName[5];5 ФРАГОВ
bonusName[6];7 ФРАГОВ
bonusName[7];10 ФРАГОВ
bonusName[8];ХЭДШОТ
bonusName[9];ХЭДШОТ 3
bonusName[10];ХЭДШОТ 5
bonusName[11];СПАСАТЕЛЬ
bonusName[12];5 СПАСЁННЫХ
bonusName[13];СВЯТОЙ
bonusName[14];РУКОПАШКА
bonusName[15];РУКОПАШКА 3
bonusName[16];САМОУБИЙЦА
bonusName[17];КОМАНДА-ПОБЕДИТЕЛЬ
bonusName[18];1 МЕСТО
bonusName[19];2 МЕСТО
bonusName[20];3 МЕСТО
bonusName[21];ЗАХВАТ ФЛАГА
bonusName[22];МИССИЯ ПРОЙДЕНА
bonusName[23];5 зомби
bonusName[24];20 зомби
bonusName[25];50 зомби
bonusName[26];3 демона
bonusName[27];10 демонов
bonusName[28];3 зомби взрывом
bonusName[29];20 зомби взрывом
bonusName[30];50 зомби взрывом
bonusName[31];Уничтожение техники
bonusName[32];3 техники
bonusName[33];1 волна
bonusName[34];3 волны
bonusName[35];5 волн
bonusName[36];10 волн
bonusName[37];50 кубов
bonusName[38];150 кубов
bonusName[39];5 предметов
bonusName[40];20 предметов
bonusName[41];Механизм
frags_killed;Фрагов
dialog_next;Продолжить
exitGame;Вы сейчас покинете игру и вернетесь в главное меню игры.\n\nУверены?
exit;Выход
gameItemsNames[83];Красный флаг
gameItemsNames[84];Синий флаг
gameItemsNames[85];Зелёный флаг
gameItemsNames[86];Золотой флаг
gameItemsNames[87];Респаун снайперки
gameItemsNames[88];Респаун выжигателя
gameItemsNames[89];Точка доминирования
gameItemsNames[90];Армейский БТР
gameItemsNames[91];Респаун Резак
gameItemsNames[92];Джампер
gameItemsNames[93];Пушер
gameItemsNames[94];Комп
gameItemsNames[95];Стильный Комп
gameItemsNames[96];Зомби Агент
gameItemsNames[97];Зомби Сталкер
SpawnerTypes[0];Оружия
SpawnerTypes[1];Монстры
SpawnerTypes[2];Игровые
SpawnerTypes[3];Другое
buildinMapName[26];Луммокс
buildinMapName[27];Арголис
pauseMenu_rank;Ранг
pauseMenu_name;Имя
pauseMenu_kills;Фрагов
pauseMenu_deathes;Смертей
pauseMenu_ban;Бан
pauseMenu_allow;Разрешить/запретить
pauseMenu_beginTest;Начать тест
pauseMenu_saveMap;Сохранить карту
pauseMenu_healers;Помощь
pauseMenu_gamers;Игроки
pauseMenu_wave;Волна:
pauseMenu_score;Очки
clan_fail_new;Не удалось создать клан
clan_url_default;Введите ссылку на группу, например http://vk.com/club52386046
gameItemsNames[120];Дверь
gameItemsNames[121];Комод
gameItemsNames[122];Ковер
gameItemsNames[123];Шкаф
gameItemsNames[124];Стол
gameItemsNames[125];Табурет
gameItemsNames[126];Свечи
strTutor[21];Нажми C и выбери любой куб\nЗатем построй 5 кубов в любом месте (правая кнопка мыши)
strTutor[22];Молодец! Теперь разрушь 5 любых кубов (левая кнопка мыши)
txts_bonus;Бонус
instal_android_many;Установи игру на телефон  оставь хороший отзыв и поставь  5 звезд.Введи свою почту от google.play и получи {0} монет.
instal_android;1.Установи DEADZONE на телефон.
star_otziv;2.Оставь хороший отзыв и поставь 5 звезд
txt_frendsss;3.Расскажи друзьям
award_android;Награда
ta_bonus;Забрать бонус
enter_android;ВВЕДИТЕ GMAIL GOOGLE.PLAY
gmail_android;введите почту от гугл плей для потверждения об устаноки игры 
zombie_stalker;Зомби Сталкер
zombie_knight;Зомби Рыцарь
jet_soldiers;Реактивный солдат 
helicopter;Верталет
easy_apc;Легкий Бтр
jumper;Джампер
pusher;Пушер
computer_c;Компьютер
computer_stailish;СТильный Компьютер
bfg_9000;бфг9000
revolver_r;Револьвер
pca_pca;ППШ
knight_skin;Рыцарь
helmet_knight;Шлем
shield_knight;Щит
gameItemsNames[127];Джип
gameItemsNames[128];Ренегат
gameItemsNames[129];Робот 0x1
gameItemsNames[130];Робот 0x2
gameItemsNames[131];Робот 0x3
gameItemsNames[132];Робот 0x4
gameItemsNames[133];Робот-Босс 0x5
gameItemsNames[134];Легкий БТР
gameItemsNames[135];Вертолет
gameItemsNames[136];Зомби рыцарь
gameItemsNames[137];Реактивный солдат
gameItemsNames[138];Лодка
weaponNames[32];Револьвер
weaponNames[33];ППШ
weaponNames[34];БФГ9000
clothesName[68];Космо-шлем
clothesName[69];Шлем
clothesName[70];Щит
monsterName[7];Робот 0x1
monsterName[8];Робот 0x2
monsterName[9];Робот 0x3
monsterName[10];Робот 0x4
monsterName[11];Робот-Босс 0x5
monsterName[12];Агент
monsterName[13];Сталкер
monsterName[14];Рыцарь
monsterName[15];Ракетный солдат
he_saved;спас
you_saved;Вы спасли
he_saved_you;Вас спас
headshot;ХЭДШОТ
offer_title;Акция
sale_title;Распродажа
offer_open_shop;В магазин
offer_open_bank;В банк
howto_tab;TAB - очки игроков
you_have_flag;У вас вражеский флаг! Отнесите его на свою базу!
your_flag_captured;Ваш флаг украден! Верните его на базу!
flag_has_been_captured;успешно захватывают флаг!
flag_color_name[0];"Красный"
flag_color_name[1];"Синий"
flag_color_name[2];"Зелёный"
flag_color_name[3];"Золотой"
takes_flag;взял
dropped_flag;бросил
flag;флаг
BCS_Score;Счёт
cant_take_flag_no_players;Вы НЕ МОЖЕТЕ взять флаг, так как в этой команде нет игроков
you_returned_flag;Вы вернули флаг на базу
your_team_is;Ваша команда - 
need_level;Нужен {0} уровень
Unlock;Разблокировать за
jumper_options;Настройка джампера
jumper_options_height;Сила:
mapCanBreak1;Без разрушений
buildinMapName[28];"Арена Sontar"
buildinMapName[29];"Мясной куб 2"
buildinMapName[30];"Город алого заката" 
weaponNames[35];SVD9000
weaponNames[36];FreezeGun
gameItemsNames[139];Доска
gameItemsNames[140];Дверь офисная
gameItemsNames[141];Забор
gameItemsNames[142];Сетка
gameItemsNames[143];Кондей
gameItemsNames[144];Светофор
gameItemsNames[145];Светофор пешеходный
gameItemsNames[146];Тарелка
gameItemsNames[147];Телефон
gameItemsNames[148];Фонарь
gameItemsNames[149];Алтарь
gameItemsNames[150];Забор
gameItemsNames[151];Костер
gameItemsNames[152];Пугало
gameItemsNames[153];Фонарь тыква
weaponNames[37];Ломик
weaponNames[38];Дубинка
weaponNames[39];MP5
weaponNames[40];UMP
DeviceTypes[4];Пушки
gameItemsNames[154];Пушка
gameItemsNames[155];Ракетница 
weaponNames[41];UMP SPEC
weaponNames[42];Катана
weaponNames[43];Топор
clothesName[71];Мечи
skinName[15];Уэйд
weaponNames[44];Шотган
weaponNames[45];SG553
weaponNames[46];Kriss
weaponNames[47];AA12
weaponNames[48];PP19
weaponNames[49];Шмайсер
weaponNames[50];Bargun
weaponNames[51];MG42
weaponNames[52];SMK2
weaponNames[53];HK416
weaponNames[54];MGL
weaponNames[55];TMP
gameItemsNames[156];Dead Мороз
need_prew_upgrade;Нужно разблокировать предыдушее оружие
unlock;Разблокировать
weaponNames[56];Арбалет
weaponNames[57];Carbon Extra
gameItemsNames[157];Танк
ui_buy_for;Купить все за {0}
gameItemsNames[158];Двухярусная кровать
gameItemsNames[159];Кровать
gameItemsNames[160];Стул
gameItemsNames[161];Стол
gameItemsNames[162];Барикада
gameItemsNames[163];Мишень
gameItemsNames[164];Шкафчик
gameItemsNames[165];Тумба
gameItemsNames[166];Бревно
gameItemsNames[167];Турник
gameItemsNames[168];Танк Синий
gameItemsNames[169];Танк Красный
gameItemsNames[170];Самолет
weaponNames[58];Asval
weaponNames[59];Jackhammer
weaponNames[60];M700
buildinMapName[40];Пустыня
buildinMapName[41];Зима
buildinMapName[42];Болота Нордрассила
gameItemsNames[171];Фонарь
gameItemsNames[172];Тройной фонарь
gameItemsNames[173];Корлевская кровать
gameItemsNames[174];Кровать
gameItemsNames[175];Шкаф
gameItemsNames[176];Стул
specItemsName[9];Фонарик
specItemsName[10];Антиграв
MissionType[7];Найти выход за время
weaponNames[61];fn57
weaponNames[62];m249
weaponNames[63];Гаус-пушка
weaponNames[64];Рельса
quit_yesno;Уверены что хотите выйти?
buildinMapName[43];Космос
pack;Набор
money1;Баксы
money2;Золотые монеты
gameItemsNames[177];Скаут
RankName[46];Кубезумец
RankName[47];Демон
RankName[48];Лорд-Демон
RankName[49];Маршал-Демон
weaponNames[65];Кольт
gameItemsNames[178];Кухня 1
gameItemsNames[179];Кухня 2
gameItemsNames[180];Кухня 3
gameItemsNames[181];Кухня 4
gameItemsNames[182];Кухня 5 
gameItemsNames[183];Холодильник
skinName[16];Кэп
clothesName[72];Шлем Кепа
clothesName[73];Пояс Кепа
clothesName[74];Наплечники Кепа
weaponNames[66];KBZP100
weaponNames[67];KBZS200
weaponNames[68];KBZC500
weaponNames[69];KBZW50
gameItemsNames[184];Zomboss
gameItemsNames[185];Deboss
CubesTypes[6];Формы
specItemsName[11];Форма 1
specItemsName[12];Форма 2
specItemsName[13];Форма 3
specItemsName[14];Форма 4
specItemsName[15];Форма 5
specItemsName[16];Форма 6
specItemsName[17];Форма 7
specItemsName[18];Форма 8
gameItemsNames[186];Раковина
gameItemsNames[187];Унитаз
weaponNames[73];Бомба
gameTypeStr[8];Бомба
gameItemsNames[188];Дроп бомбы
buildinMapName[44];Даст
buildinMapName[45];Кондей
clans;Кланы
bonuses;Бонусы
stats;Статистика
boxes_title;Сундуки
gameItemsNames[189];Полезный Бокс
gameItemsNames[190];Ценный Бокс
gameItemsNames[191];Элитный бокс
gameItemsDesc[189];Полезный Бокс содержит случайные предметы для стройки 
gameItemsDesc[190];Ценный Бокс содержит случайное оружие и скины
gameItemsDesc[191];Элитный Бокс содержит случайные VIP предметы для стройки и боя оружие 
openbox;Открыть
dialog_take;Забрать
weaponNames[70];РПК
skinName[17];Харли
skinName[18];Рыжая
clothesName[75];Харли
clothesName[76];Рыжая
clothesName[77];Харли Шуз
gameItemsNames[192];Грузовик
gameTypeStr[9];Голодные игры
buildinMapName[46];Депо
gameItemsNames[193];БФГ
gameItemsNames[194];БФГ9000
gameItemsNames[195];RAILGUN
gameItemsNames[196];РПК
skinName[19];Дедшот
clothesName[78];Глаз
clothesName[79];Пояс
weaponNames[71];AWP
gameItemsNames[197];Мотик
findClan;Найти клан
clothesName[80];SWAT Шлем
clothesName[81];SWAT Боты
clothesName[82];SWAT Пояс
skinName[20];SWAT
clothesName[83];Террор Helm
clothesName[84];Террор Belt
skinName[21];Террор
gameItemsNames[198];Тяжелый Титан 
gameItemsNames[199];Скаут Титан
gameItemsNames[200];Штурмовой Титан
top10;Рейтинг
top1d;Сегодня
top7d;Неделя
top30d;Месяц
delete;Удалить
ys_delete;Клан будет стёрт!\nТочно?
buildinMapName[47];Лесопилка
need_vip;Нужен VIP
gameItemsNames[201];Ключь
offer_drop;Двойной опыт в будни
specItemsName[19];Форма 9
specItemsName[20];Форма 10
specItemsName[21];Форма 11
buildinMapName[48];Зомби таун
gameItemsNames[202];Панель
weaponNames[72];Уничтожитель
ui_you_dead;Вы погибли 
gameItemsNames[203];Молотов
startclanwar;Война!
gameTypeStr[10];Кланвар
gameItemsNames[204];Колесо
specItemsName[22];Форма 12
specItemsName[23];Форма 13
specItemsName[24];Форма 14
ui_daily3_text;Выполни все задания и получи случайный кейс!
DailyTask[0];Убить
DailyTask[1];Убить из {0}
DailyTask[2];Убить в голову
DailyTask[3];Убить в голову из {0}
DailyTask[4];Убить взрывом
ui_wp0;Ближний бой
ui_wp1;Лёгкое
ui_wp2;Дробовики
ui_wp3;Штурмовое
ui_wp4;Тяжёлое
ui_wp5;Высокоточное
ui_daily3_done;Выполнено!
ui_gift;Подарок
ui_giveitem;Вы получили:
ui_giveskin;Вы получили скин:
ui_giveweapon;Вы получили оружие:
ui_haveitem;У вас уже есть этот предмет. Вы получили кейс:
ui_havecase;Задания выполнены! Вы получили кейс:
task_story;Выполни квест и получи {0}
TaskType[1];Получи бонус "{0}" в бою
TaskType[4];Убей {0} игроков
task;Контракт
ps_tap_for_respawn;Коснитесь экрана для респауна
advertising;Посмотреть
auto_shooting;Авто стрельба 
strTutor_m[4];Замри! Видишь - в соседней комнате стоит враг - зомби. Возьми кирку и уничтожь врага! 
strTutor_m[25];Отлично! Осталось сохранить твою карту! Кнопку сохранения ты найдешь в меню паузы.
info_vip2;Получите статус V.I.P. и у Вас будет:\n1. 50% опыта и денег за уровни!\n3. Все характеристики на 2 звезды выше!\n4. Возрождение за 30 сек. в режиме выживания!
vip_hat;Получите статус V.I.P. и у Вас будет:
vip_label_1;+50% опыта и денег за уровни!
vip_label_2;Все характеристики на 2 звезды выше!
vip_label_3;Возрождение за 30 сек. в режиме выживания!
skinName[22];Герой
missionTask;Текущая цель!
mouseSens_m;Чувств. прицела
logout;Выйти из профиля
dynstick;Скрыть джойстик
save_changes;Сохранить изменения?
nickname;Придумай имя
gameItemsNames[205];Бесплатный бокс
gameItemsDesc[205];Бесплатный бокс - можно получить в подарок. Содержит оружие и пердметы для стройки.
videobox;Видео бокс
videoboxdesc;Видео бокс - подарки за просмотр видео
clothesName[85];Каска
skinName[23];Человек Ночи
clothesName[86];Маска черная
clothesName[87];Черный плащ
free_gold;Халява
gameItemsNames[206];Шмот бокс
gameItemsDesc[206];Шмот бокс - Содержит скины персонажа и предметы одежды.
clothesName[88];Борода
clothesName[89];Седая борода
skinName[24];Джокер
clothesName[90];Зеленый хаер
skinName[25];Танцующий клоун
clothesName[91];Клуонский хаер
