key;en
mission_name[6];The Last Defense
mission_name[7];Park Cleanup
mission_name[10];Radioactive
mission_name[11];The Second Wave
mission_name[12];Alpha Base
mission_name[13];Vector
mission_name[14];Tank Production
mission_name[15];Fear Factory
mission_name[16];Secret of the Dead
mission_name[17];Blackjack
mission_name[18];Control
mission_name[19];Tagil
mission_name[20];Plane
mission_name[21];Krump
mission_name[22];China-town
mission_name[23];Rush
mission_name[24];Cross
mission_name[26];Survive!
mission_name[27];Destroy!
mission_name[28];Find!
mission_name[29];Collect!
mission_name[30];Escape!
mission_name[31];Mop up!
Buy;Buy
pieses;Amount
for_fullScreen_press;Fullscreen - press F12
social_folow_fanpage;Follow Fan Page
you_killed;You killed
you_was_killed_by;Killed by
killed;killed
to_next_round_last;Next round starts in
shooter_end_battle;End the battle
winner_place[0];1st place
winner_place[1];2nd place
winner_place[2];3rd place
dead_by_nature;is dead
dead_himself;comitted suicide
dead_by_zombie;has been eaten
weaponNames[27];Plazmer
weaponNames[28];Scorch gun
weaponNames[29];Adv. Pistol
weaponNames[30];Tactical Shotgun
weaponNames[31];Tactical Rifle
offer_title;Offer
sale_title;Sale
offer_open_shop;Open Store
offer_open_bank;Open bank
bulletsNames[4];Plazm
bulletsNames[5];Ammo 7.62
bulletsNames[6];Uranium
bulletsNames[7];PTURS rockets
bulletsNames[8];Grenades
bulletsNames[9];Ammo .300
howto_tab;TAB - players scores
clothesName[58];Exo Armor
clothesName[59];Exo Boots
clothesName[60];Exo Helmet
clothesName[61];Exo Pads
clothesName[62];Exo Armor
clothesName[63];Exo Boots
clothesName[64];Exo Helmet
clothesName[65];Exo Pads
buildinMapName[13];Motel
buildinMapName[14];Slaughterhouse
skinName[12];Exo
buildinMapName[15];River
buildinMapName[16];Bay
buildinMapName[17];Island
buildinMapName[18];Plains
buildinMapName[19];Crossroads
buildinMapName[20];River
buildinMapName[21];Arena
buildinMapName[22];Two Towers
buildinMapName[23];Strike
buildinMapName[24];"Assault Pro"
buildinMapName[25];"Motel"
